elpa,domain,elaprog,optionalprog
3,listen,ELD Pull-out,No Additional Program Model
1,read,ELD Pull-out,No Additional Program Model
1,write,ELD Pull-out,No Additional Program Model
1,speak,ELD Pull-out,No Additional Program Model
1,listen,ELD Pull-out,No Additional Program Model
1,read,ELD Pull-out,No Additional Program Model
1,write,ELD Pull-out,No Additional Program Model
1,speak,ELD Pull-out,No Additional Program Model
1,listen,ELD Pull-out,No Additional Program Model
3,read,ELD Pull-out,No Additional Program Model
1,write,ELD Pull-out,No Additional Program Model
2,speak,ELD Pull-out,No Additional Program Model
3,listen,ELD Pull-out,No Additional Program Model
2,read,ELD Pull-out,No Additional Program Model
1,write,ELD Pull-out,No Additional Program Model
3,speak,ELD Pull-out,No Additional Program Model
1,listen,ELD Pull-out,No Additional Program Model
3,read,ELD Pull-out,No Additional Program Model
1,write,ELD Pull-out,No Additional Program Model
3,speak,ELD Pull-out,No Additional Program Model
3,listen,ELD Pull-out,No Additional Program Model
2,read,ELD Pull-out,No Additional Program Model
1,write,ELD Pull-out,No Additional Program Model
3,speak,ELD Pull-out,No Additional Program Model
3,listen,ELD Pull-out,No Additional Program Model
1,read,ELD Pull-out,No Additional Program Model
2,write,ELD Pull-out,No Additional Program Model
1,speak,ELD Pull-out,No Additional Program Model
1,listen,ELD Pull-out,No Additional Program Model
1,read,ELD Pull-out,No Additional Program Model
1,write,ELD Pull-out,No Additional Program Model
1,speak,ELD Pull-out,No Additional Program Model
1,listen,ELD Pull-out,No Additional Program Model
1,read,ELD Pull-out,No Additional Program Model
1,write,ELD Pull-out,No Additional Program Model
1,speak,ELD Pull-out,No Additional Program Model
1,listen,ELD Pull-out,No Additional Program Model
1,read,ELD Pull-out,No Additional Program Model
1,write,ELD Pull-out,No Additional Program Model
1,speak,ELD Pull-out,No Additional Program Model
1,listen,ELD Pull-out,No Additional Program Model
3,read,ELD Class Period,No Additional Program Model
3,write,ELD Class Period,No Additional Program Model
3,speak,ELD Class Period,No Additional Program Model
4,listen,ELD Class Period,No Additional Program Model
1,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
1,speak,ELD Class Period,Two-Way Immersion
2,listen,ELD Class Period,Two-Way Immersion
3,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
5,speak,ELD Class Period,Two-Way Immersion
3,listen,ELD Class Period,Two-Way Immersion
2,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
1,speak,ELD Class Period,Two-Way Immersion
2,listen,ELD Class Period,Two-Way Immersion
1,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
1,speak,ELD Class Period,Two-Way Immersion
1,listen,ELD Class Period,Two-Way Immersion
1,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
1,speak,ELD Class Period,Two-Way Immersion
1,listen,ELD Class Period,Two-Way Immersion
3,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
4,speak,ELD Class Period,Two-Way Immersion
3,listen,ELD Class Period,Two-Way Immersion
3,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
3,speak,ELD Class Period,Two-Way Immersion
3,listen,ELD Class Period,Two-Way Immersion
1,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
1,speak,ELD Class Period,Two-Way Immersion
1,listen,ELD Class Period,Two-Way Immersion
3,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
3,speak,ELD Class Period,Two-Way Immersion
3,listen,ELD Class Period,Two-Way Immersion
3,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
1,speak,ELD Class Period,Two-Way Immersion
3,listen,ELD Class Period,Two-Way Immersion
4,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
5,speak,ELD Class Period,Two-Way Immersion
3,listen,ELD Class Period,Two-Way Immersion
3,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
3,speak,ELD Class Period,Two-Way Immersion
3,listen,ELD Class Period,Two-Way Immersion
2,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
2,speak,ELD Class Period,Two-Way Immersion
2,listen,ELD Class Period,Two-Way Immersion
1,read,ELD Class Period,Two-Way Immersion
2,write,ELD Class Period,Two-Way Immersion
1,speak,ELD Class Period,Two-Way Immersion
1,listen,ELD Class Period,Two-Way Immersion
2,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
1,speak,ELD Class Period,Two-Way Immersion
2,listen,ELD Class Period,Two-Way Immersion
3,read,ELD Class Period,Two-Way Immersion
2,write,ELD Class Period,Two-Way Immersion
3,speak,ELD Class Period,Two-Way Immersion
3,listen,ELD Class Period,Two-Way Immersion
1,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
1,speak,ELD Class Period,Two-Way Immersion
1,listen,ELD Class Period,Two-Way Immersion
1,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
1,speak,ELD Class Period,Two-Way Immersion
1,listen,ELD Class Period,Two-Way Immersion
1,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
1,speak,ELD Class Period,Two-Way Immersion
1,listen,ELD Class Period,Two-Way Immersion
2,read,ELD Class Period,Two-Way Immersion
2,write,ELD Class Period,Two-Way Immersion
2,speak,ELD Class Period,Two-Way Immersion
2,listen,ELD Class Period,Two-Way Immersion
1,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
2,speak,ELD Class Period,Two-Way Immersion
1,listen,ELD Class Period,Two-Way Immersion
3,read,ELD Class Period,Two-Way Immersion
2,write,ELD Class Period,Two-Way Immersion
3,speak,ELD Class Period,Two-Way Immersion
3,listen,ELD Class Period,Two-Way Immersion
3,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
3,speak,ELD Class Period,Two-Way Immersion
3,listen,ELD Class Period,Two-Way Immersion
4,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
5,speak,ELD Class Period,Two-Way Immersion
3,listen,ELD Class Period,Two-Way Immersion
3,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
3,speak,ELD Class Period,Two-Way Immersion
3,listen,ELD Class Period,Two-Way Immersion
4,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
5,speak,ELD Class Period,Two-Way Immersion
4,listen,ELD Class Period,Two-Way Immersion
1,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
1,speak,ELD Class Period,Two-Way Immersion
1,listen,ELD Class Period,Two-Way Immersion
1,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
1,speak,ELD Class Period,Two-Way Immersion
1,listen,ELD Class Period,Two-Way Immersion
1,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
1,speak,ELD Class Period,Two-Way Immersion
1,listen,ELD Class Period,Two-Way Immersion
3,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
3,speak,ELD Class Period,Two-Way Immersion
3,listen,ELD Class Period,Two-Way Immersion
3,read,ELD Class Period,Two-Way Immersion
2,write,ELD Class Period,Two-Way Immersion
2,speak,ELD Class Period,Two-Way Immersion
3,listen,ELD Class Period,Two-Way Immersion
2,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
1,speak,ELD Class Period,Two-Way Immersion
1,listen,ELD Class Period,Two-Way Immersion
1,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
1,speak,ELD Class Period,Two-Way Immersion
1,listen,ELD Class Period,Two-Way Immersion
3,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
3,speak,ELD Class Period,Two-Way Immersion
3,listen,ELD Class Period,Two-Way Immersion
3,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
3,speak,ELD Class Period,Two-Way Immersion
3,listen,ELD Class Period,Two-Way Immersion
2,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
3,speak,ELD Class Period,Two-Way Immersion
3,listen,ELD Class Period,Two-Way Immersion
1,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
1,speak,ELD Class Period,Two-Way Immersion
1,listen,ELD Class Period,Two-Way Immersion
2,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
3,speak,ELD Class Period,Two-Way Immersion
3,listen,ELD Class Period,Two-Way Immersion
1,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
2,speak,ELD Class Period,Two-Way Immersion
1,listen,ELD Class Period,Two-Way Immersion
2,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
2,speak,ELD Class Period,Two-Way Immersion
2,listen,ELD Class Period,Two-Way Immersion
2,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
1,speak,ELD Class Period,Two-Way Immersion
2,listen,ELD Class Period,Two-Way Immersion
3,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
3,speak,ELD Class Period,Two-Way Immersion
3,listen,ELD Class Period,Two-Way Immersion
2,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
1,speak,ELD Class Period,Two-Way Immersion
1,listen,ELD Class Period,Two-Way Immersion
1,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
1,speak,ELD Class Period,Two-Way Immersion
1,listen,ELD Class Period,Two-Way Immersion
1,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
1,speak,ELD Class Period,Two-Way Immersion
1,listen,ELD Class Period,Two-Way Immersion
4,read,ELD Class Period,No Additional Program Model
3,write,ELD Class Period,No Additional Program Model
3,speak,ELD Class Period,No Additional Program Model
4,listen,ELD Class Period,No Additional Program Model
3,read,ELD Class Period,Two-Way Immersion
3,write,ELD Class Period,Two-Way Immersion
5,speak,ELD Class Period,Two-Way Immersion
3,listen,ELD Class Period,Two-Way Immersion
1,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
1,speak,ELD Class Period,Two-Way Immersion
1,listen,ELD Class Period,Two-Way Immersion
1,read,ELD Class Period,Two-Way Immersion
1,write,ELD Class Period,Two-Way Immersion
1,speak,ELD Class Period,Two-Way Immersion
1,listen,ELD Class Period,Two-Way Immersion
1,read,ELD Pull-out,No Additional Program Model
1,write,ELD Pull-out,No Additional Program Model
1,speak,ELD Pull-out,No Additional Program Model
1,listen,ELD Pull-out,No Additional Program Model
3,read,ELD Pull-out,No Additional Program Model
1,write,ELD Pull-out,No Additional Program Model
2,speak,ELD Pull-out,No Additional Program Model
3,listen,ELD Pull-out,No Additional Program Model
1,read,ELD Pull-out,No Additional Program Model
1,write,ELD Pull-out,No Additional Program Model
1,speak,ELD Pull-out,No Additional Program Model
1,listen,ELD Pull-out,No Additional Program Model
3,read,ELD Pull-out,No Additional Program Model
2,write,ELD Pull-out,No Additional Program Model
2,speak,ELD Pull-out,No Additional Program Model
2,listen,ELD Pull-out,No Additional Program Model
2,read,ELD Pull-out,No Additional Program Model
1,write,ELD Pull-out,No Additional Program Model
2,speak,ELD Pull-out,No Additional Program Model
3,listen,ELD Pull-out,No Additional Program Model
1,read,ELD Pull-out,No Additional Program Model
1,write,ELD Pull-out,No Additional Program Model
1,speak,ELD Pull-out,No Additional Program Model
2,listen,ELD Pull-out,No Additional Program Model
2,read,ELD Pull-out,No Additional Program Model
1,write,ELD Pull-out,No Additional Program Model
1,speak,ELD Pull-out,No Additional Program Model
2,listen,ELD Pull-out,No Additional Program Model
2,read,ELD Pull-out,No Additional Program Model
2,write,ELD Pull-out,No Additional Program Model
1,speak,ELD Pull-out,No Additional Program Model
2,listen,ELD Pull-out,No Additional Program Model
1,read,ELD Pull-out,No Additional Program Model
1,write,ELD Pull-out,No Additional Program Model
1,speak,ELD Pull-out,No Additional Program Model
1,listen,ELD Pull-out,No Additional Program Model
3,read,ELD Pull-out,No Additional Program Model
2,write,ELD Pull-out,No Additional Program Model
2,speak,ELD Pull-out,No Additional Program Model
3,listen,ELD Pull-out,No Additional Program Model
1,read,ELD Pull-out,No Additional Program Model
1,write,ELD Pull-out,No Additional Program Model
1,speak,ELD Pull-out,No Additional Program Model
2,listen,ELD Pull-out,No Additional Program Model
3,read,ELD Pull-out,No Additional Program Model
